Creation Time: 2023_4_6-18-50-1
18-50-1 | [INFO] TraderPlusCore - Started !
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\Teddy's Cosmetics.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\MVS Pants.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\MVS Tops.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\MVS Masks.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\MVS Hats.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\MVS Gear.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\MVS Vests.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\MVS Helmets.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\MVS Bags.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\Collectable.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\Masks.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_8\Money Exchange.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_9\Airsoft Weapons.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_9\Airsoft Clothing.json
18-50-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_9\Money Exchange.json
18-50-17 | [INFO] SetTradersSpawner: Started
18-50-17 | [INFO] obj created: SurvivorF_Helga
18-50-17 | [INFO] TraderPlayer created and added!: 
18-50-17 | [INFO] obj created: SurvivorM_Jose
18-50-17 | [INFO] TraderPlayer created and added!: 
18-50-17 | [INFO] obj created: SurvivorM_Taiki
18-50-17 | [INFO] TraderPlayer created and added!: 
18-50-17 | [INFO] obj created: SurvivorF_Eva
18-50-17 | [INFO] TraderPlayer created and added!: 
18-50-17 | [INFO] obj created: SurvivorM_Seth
18-50-17 | [INFO] TraderPlayer created and added!: 
18-50-17 | [INFO] obj created: SurvivorM_Seth
18-50-17 | [INFO] TraderPlayer created and added!: 
18-50-17 | [INFO] obj created: SurvivorF_Eva
18-50-17 | [INFO] TraderPlayer created and added!: 
18-50-17 | [INFO] obj created: SurvivorM_Rolf
18-50-17 | [INFO] TraderPlayer created and added!: 
18-50-17 | [INFO] SetTradersSpawner: Ended
18-50-17 | [INFO] SetObjectSpawner: Started
18-50-17 | [INFO] SetObjectSpawner: Ended
18-50-17 | [INFO] DefaultTraderStock - Started
19-26-0 | [INFO] RefreshLifeTimeCargo
19-26-15 | [INFO] InsuranceRequestHandler
19-26-15 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-26-20 | [INFO] TraderID: 4 - Customer: StarvingArt - Category: Holler Shotguns - ClassName: Izh43Shotgun - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 120 - CollateralMoney: 0 - TradeMode:Sell
19-26-20 | [INFO] Transaction Sell Succeeded:StarvingArt product:Izh43Shotgun quantity:0 health:0 price:120
19-26-27 | [INFO] TraderID: 4 - Customer: StarvingArt - Category: Holler Just Mags - ClassName: Mag_Deagle_9rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 120 - CollateralMoney: 0 - TradeMode:Sell
19-26-27 | [INFO] Transaction Sell Succeeded:StarvingArt product:Mag_Deagle_9rnd quantity:0 health:0 price:120
19-26-42 | [INFO] TraderID: 4 - Customer: StarvingArt - Category: Holler Melee & Blades - ClassName: SteakKnife - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 60 - CollateralMoney: 0 - TradeMode:Sell
19-26-42 | [INFO] Transaction Sell Succeeded:StarvingArt product:SteakKnife quantity:0 health:0 price:60
19-27-31 | [INFO] InsuranceRequestHandler
19-27-31 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-27-37 | [INFO] TraderID: 4 - Customer: StarvingArt - Category: Holler Sub Machine Guns - ClassName: MP5K - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 1 - Price: 281 - CollateralMoney: 0 - TradeMode:Sell
19-27-37 | [INFO] Transaction Sell Succeeded:StarvingArt product:MP5K quantity:0 health:1 price:281
19-27-47 | [INFO] InsuranceRequestHandler
19-27-47 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-28-32 | [INFO] InsuranceRequestHandler
19-28-32 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-28-45 | [INFO] InsuranceRequestHandler
19-28-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-28-48 | [INFO] TraderID: 4 - Customer: StarvingArt - Category: Holler Weapon Lights - ClassName: TLRLight - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 120 - CollateralMoney: 0 - TradeMode:Sell
19-28-48 | [INFO] Transaction Sell Succeeded:StarvingArt product:TLRLight quantity:0 health:0 price:120
19-28-53 | [INFO] InsuranceRequestHandler
19-28-54 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-29-25 | [INFO] InsuranceRequestHandler
19-29-25 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-30-36 | [INFO] InsuranceRequestHandler
19-30-36 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-30-50 | [INFO] TraderID: 5 - Customer: StarvingArt - Category: Holler Belts - ClassName: CivilianBelt - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 100 - CollateralMoney: 0 - TradeMode:Buy
19-30-50 | [INFO] Player:StarvingArt - currency amount:801
19-30-50 | [INFO] Transaction Buy Succeeded:StarvingArt product:CivilianBelt quantity:0 health:0 price:100
19-31-14 | [INFO] TraderID: 5 - Customer: StarvingArt - Category: Holler Gear - ClassName: TraderPlus_Wallet - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 100 - CollateralMoney: 0 - TradeMode:Buy
19-31-14 | [INFO] Player:StarvingArt - currency amount:701
19-31-14 | [INFO] Transaction Buy Succeeded:StarvingArt product:TraderPlus_Wallet quantity:0 health:0 price:100
19-31-18 | [INFO] TraderID: 5 - Customer: StarvingArt - Category: Holler Gear - ClassName: NylonKnifeSheath - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 200 - CollateralMoney: 0 - TradeMode:Buy
19-31-18 | [INFO] Player:StarvingArt - currency amount:601
19-31-18 | [INFO] Transaction Buy Succeeded:StarvingArt product:NylonKnifeSheath quantity:0 health:0 price:200
19-32-17 | [INFO] InsuranceRequestHandler
19-32-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-32-35 | [INFO] TraderID: 5 - Customer: StarvingArt - Category: Holler Pouches - ClassName: PlateCarrierHolster - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 300 - CollateralMoney: 0 - TradeMode:Buy
19-32-35 | [INFO] Player:StarvingArt - currency amount:401
19-32-35 | [INFO] Transaction Buy Succeeded:StarvingArt product:PlateCarrierHolster quantity:0 health:0 price:300
19-32-37 | [INFO] InsuranceRequestHandler
19-32-37 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-33-56 | [INFO] InsuranceRequestHandler
19-33-56 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_18558559.json
19-54-9 | [INFO] RefreshLifeTimeCargo
19-59-1 | [INFO] InsuranceRequestHandler
19-59-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_980466132.json
19-59-7 | [INFO] InsuranceRequestHandler
19-59-7 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_62166080.json
19-59-11 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-11 | [INFO] Player:Darkman Esq. - currency amount:5781
19-59-11 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
19-59-13 | [INFO] TraderID: 3 - Customer: Jrasl - Category: Holler Good Good - ClassName: CP_CannabisSeedsPackNomad - Quantity: 2 - Multiplier: 2 - MaxStock: -1 - Health: 0 - Price: 3710 - CollateralMoney: 0 - TradeMode:Sell
19-59-13 | [INFO] Transaction Sell Succeeded:Jrasl product:CP_CannabisSeedsPackNomad quantity:4 health:0 price:3710
19-59-13 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-13 | [INFO] Player:Darkman Esq. - currency amount:5441
19-59-13 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
19-59-14 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-14 | [INFO] Player:Darkman Esq. - currency amount:5101
19-59-14 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
19-59-16 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-16 | [INFO] Player:Darkman Esq. - currency amount:4761
19-59-16 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
19-59-17 | [INFO] TraderID: 3 - Customer: Jrasl - Category: Holler Good Good - ClassName: CP_CannabisSeedsPackStardawg - Quantity: 2 - Multiplier: 2 - MaxStock: -1 - Health: 0 - Price: 4784 - CollateralMoney: 0 - TradeMode:Sell
19-59-17 | [INFO] Transaction Sell Succeeded:Jrasl product:CP_CannabisSeedsPackStardawg quantity:4 health:0 price:4784
19-59-18 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-18 | [INFO] Player:Darkman Esq. - currency amount:4421
19-59-18 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
19-59-19 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-19 | [INFO] Player:Darkman Esq. - currency amount:4081
19-59-19 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
19-59-21 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-21 | [INFO] Player:Darkman Esq. - currency amount:3741
19-59-21 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
19-59-22 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-22 | [INFO] Player:Darkman Esq. - currency amount:3401
19-59-22 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
19-59-24 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-24 | [INFO] Player:Darkman Esq. - currency amount:3061
19-59-24 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
19-59-25 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-25 | [INFO] Player:Darkman Esq. - currency amount:2721
19-59-25 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
19-59-27 | [INFO] TraderID: 4 - Customer: Darkman Esq. - Category: Holler Ammo - ClassName: AmmoBox_556x45_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: -1 - Health: 0 - Price: 340 - CollateralMoney: 0 - TradeMode:Buy
19-59-27 | [INFO] Player:Darkman Esq. - currency amount:2381
19-59-27 | [INFO] Transaction Buy Succeeded:Darkman Esq. product:AmmoBox_556x45_20Rnd quantity:0 health:0 price:340
